frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags.ack,tcp.flags.syn,tcp.flags.fin,udp.srcport,udp.dstport,udp.length,icmp.type,icmp.code,ip.proto,tcp.len,ip.len
"Mar 29, 2024 10:48:42.195604000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.196068000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.215113000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.215359000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.235725000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.236149000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.256778000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.256980000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.277053000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.277240000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.297004000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.297203000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.317199000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.317424000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.338260000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.338537000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.358406000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.358603000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.379367000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.379582000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.400264000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.400493000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.420951000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.421173000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.440447000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.440598000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.460636000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.460804000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.480850000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.481005000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.493421000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493423000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493423000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493424000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493479000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493480000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493481000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493482000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493536000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493537000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493538000 EDT","202.28.95.174","192.168.1.71","80","38370","True","False","False",,,,,,"6","2800","2852"
"Mar 29, 2024 10:48:42.493651000 EDT","192.168.1.71","202.28.95.174","38370","80","True","False","False",,,,,,"6","0","52"
"Mar 29, 2024 10:48:42.500538000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.500716000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.521580000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.521834000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.540715000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.540937000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.561613000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.561867000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.581161000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.581353000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.601523000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.601729000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.621858000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.622119000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.643053000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.643438000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.663162000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.663491000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.683937000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.684172000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.704823000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.704999000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.725860000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.726055000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.746877000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.747075000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.766078000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.766301000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.785216000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.785468000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.804765000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.804958000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.825256000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.825458000 EDT","192.168.1.71","192.168.1.76","22","36334","True","False","False",,,,,,"6","36","88"
"Mar 29, 2024 10:48:42.844479000 EDT","192.168.1.76","192.168.1.71","36334","22","True","False","False",,,,,,"6","36","88"
